time,x,y,theta,vx,vy,wz,vx_des,vy_des,wz_des
0.10651331,0.003424973051040224,-0.006993799176303277,0.0011825618682834715,0.0,0.0,0.0,0.21582560241222382,0.16223227977752686,-0.19198624789714813
0.10651331,0.003424973051040224,-0.006993799176303277,0.0011825618682834715,0.0,0.0,0.0,0.21725492179393768,0.16031315922737122,-0.15707966685295105
0.196164626,0.003991868730087963,-0.00634852297191547,0.0011213852456659623,0.0,0.0,0.0,0.21725492179393768,0.16031315922737122,-0.15707966685295105
0.196164626,0.003991868730087963,-0.00634852297191547,0.0011213852456659623,0.0,0.0,0.0,0.21130384504795074,0.1680794358253479,-0.19198624789714813
0.298205166,0.00404283719350386,-0.005956965599559866,0.0011437974956702845,0.0,0.0,0.0,0.2052573561668396,0.1754121482372284,-0.22689282894134521
0.298205166,0.00404283719350386,-0.005956965599559866,0.0011437974956702845,0.0,0.0,0.0,0.21026521921157837,0.1693769246339798,-0.19198624789714813
0.39292475200000004,0.004283211447491166,-0.00587380376560216,0.001032118971450835,0.0,0.0,0.0,0.2149287611246109,0.16341859102249146,-0.15707966685295105
0.39292475200000004,0.004283211447491166,-0.00587380376560216,0.001032118971450835,0.0,0.0,0.0,0.2089361846446991,0.17101368308067322,-0.19198624789714813
0.494204984,0.0059151828339629635,-0.005742338350798114,0.001203027996791839,0.0,0.0,0.0,0.20286118984222412,0.1781778335571289,-0.20943954586982727
0.494204984,0.0059151828339629635,-0.005742338350798114,0.001203027996791839,0.0,0.0,0.0,0.20803119242191315,0.17211341857910156,-0.20943954586982727
0.58868282,0.00552589767573304,-0.006041915398849086,0.00122916395079109,0.0,0.0,0.0,0.21284924447536469,0.1661180555820465,-0.20943954586982727
0.58868282,0.00552589767573304,-0.006041915398849086,0.00122916395079109,0.0,0.0,0.0,0.21733227372169495,0.16020828485488892,-0.1745329648256302
0.6899485630000001,0.005044162662564176,-0.005908766064312863,0.0010568021314245613,0.0,0.0,0.0,0.21867172420024872,0.15837512910366058,-0.1745329648256302
0.6899485630000001,0.005044162662564176,-0.005908766064312863,0.0010568021314245613,0.0,0.0,0.0,0.212748721241951,0.16624677181243896,-0.1745329648256302
0.6899485630000001,0.005044162662564176,-0.005908766064312863,0.0010568021314245613,0.0,0.0,0.0,0.20972512662410736,0.17004522681236267,-0.1745329648256302
0.6899485630000001,0.005044162662564176,-0.005908766064312863,0.0010568021314245613,0.0,0.0,0.0,0.20972512662410736,0.17004522681236267,-0.1745329648256302
0.895823232,0.005387758605579636,-0.0061339234149135275,0.0006432546401153871,0.0,0.0,0.0,0.20972512662410736,0.17004522681236267,-0.1745329648256302
0.916219462,0.00572958902148188,-0.006192281009076586,0.0012794640634465893,0.0,0.0,0.0,0.2144261598587036,0.1640775054693222,-0.15707966685295105
0.9891778980000001,0.004461435037328052,-0.005699815735798724,0.0011608418358646233,0.0,0.0,0.0,0.21879807114601135,0.15820054709911346,-0.15707966685295105
0.9891778980000001,0.004461435037328052,-0.005699815735798724,0.0011608418358646233,0.0,0.0,0.0,0.21287767589092255,0.16608162224292755,-0.19198624789714813
1.094439881,0.004292128811821386,-0.0064231671712281025,0.0012022069529997736,0.0,0.0,0.0,0.2098551243543625,0.16988475620746613,-0.19198624789714813
1.094439881,0.004292128811821386,-0.0064231671712281025,0.0012022069529997736,0.0,0.0,0.0,0.21454714238643646,0.16391928493976593,-0.19198624789714813
1.193175664,0.004037392558410822,-0.006674297741140449,0.0011125419384629964,0.0,0.0,0.0,0.21454714238643646,0.16391928493976593,-0.19198624789714813
1.193175664,0.004037392558410822,-0.006674297741140449,0.0011125419384629964,0.0,0.0,0.0,0.2132037729024887,0.16566278040409088,-0.20943954586982727
1.290852048,0.0040266554450982105,-0.006273831477940952,0.0008812253719696628,0.0,0.0,0.0,0.2132037729024887,0.16566278040409088,-0.20943954586982727
1.290852048,0.0040266554450982105,-0.006273831477940952,0.0008812253719696628,0.0,0.0,0.0,0.2132037729024887,0.16566278040409088,-0.19198624789714813
1.3944258090000001,0.0034071716759645314,-0.006153348046263849,0.0011770736882077415,0.0,0.0,0.0,0.2132037729024887,0.16566278040409088,-0.19198624789714813
1.3944258090000001,0.0034071716759645314,-0.006153348046263849,0.0011770736882077415,0.0,0.0,0.0,0.22570377588272095,0.13566279411315918,-0.15707966685295105
1.4933232870000002,0.003658186830460483,-0.00658441109873899,0.0012031182041640776,0.0,0.0,0.0,0.2222326099872589,0.145884171128273,-0.15707966685295105
1.4933232870000002,0.003658186830460483,-0.00658441109873899,0.0012031182041640776,0.0,0.0,0.0,0.21851935982704163,0.1557377576828003,-0.15707966685295105
1.591123443,0.00425026294718619,-0.006696340832570719,0.0010952165977462514,0.0,0.0,0.0,0.21825818717479706,0.15894454717636108,-0.15707966685295105
1.591123443,0.00425026294718619,-0.006696340832570719,0.0010952165977462514,0.0,0.0,0.0,0.21458642184734344,0.16386784613132477,-0.15707966685295105
1.6932603590000002,0.004273156497659043,-0.006286053363603393,0.0010948179389753676,0.0,0.0,0.0,0.2132410705089569,0.1656147837638855,-0.15707966685295105
1.6932603590000002,0.004273156497659043,-0.006286053363603393,0.0010948179389753676,0.0,0.0,0.0,0.21482548117637634,0.1635543256998062,-0.19198624789714813
1.796828375,0.004904069370159452,-0.006085076436341779,0.0010556342409699937,0.0,0.0,0.0,0.21346794068813324,0.1653222292661667,-0.20943954586982727
1.796828375,0.004904069370159452,-0.006085076436341779,0.0010556342409699937,0.0,0.0,0.0,0.21790745854377747,0.1594250500202179,-0.1745329648256302
